,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
16246,E. Whitehouse,23,https://cdn.sofifa.org/48/18/players/203424.png,England,https://cdn.sofifa.org/flags/14.png,57,66,Lincoln City,https://cdn.sofifa.org/24/18/teams/149.png,€160K,€2K,1625,64,68,72,71,55,55,37,39,53,48,33,11,13,14,7,10,59,57,71,54,56,40,47,58,57,58,59,52,65,73,56,71,53,44,56.0,57.0,57.0,56.0,56.0,203424,56.0,55.0,57.0,56.0,57.0,56.0,55.0,57.0,55.0,55.0,CAM CM ,56.0,55.0,57.0,56.0,57.0,56.0,55.0,57.0,55.0,55.0,57.0
16247,M. Quiñones,21,https://cdn.sofifa.org/48/18/players/227744.png,Colombia,https://cdn.sofifa.org/flags/56.png,57,62,Deportivo Pasto,https://cdn.sofifa.org/24/18/teams/111723.png,€120K,€1K,1458,67,59,72,76,51,33,53,30,48,27,31,10,10,14,9,13,62,59,78,49,27,51,32,44,53,56,22,52,68,61,53,60,38,23,48.0,57.0,54.0,46.0,49.0,227744,48.0,56.0,57.0,49.0,54.0,46.0,51.0,45.0,49.0,56.0,CB LB ,48.0,56.0,57.0,49.0,54.0,46.0,51.0,45.0,49.0,56.0,45.0
16248,V. Müller,18,https://cdn.sofifa.org/48/18/players/231840.png,Austria,https://cdn.sofifa.org/flags/4.png,57,70,SCR Altach,https://cdn.sofifa.org/24/18/teams/15009.png,€160K,€1K,1553,68,61,69,79,58,45,48,46,54,34,39,10,10,9,14,7,50,55,65,54,43,48,44,52,63,60,52,47,63,64,53,47,57,30,56.0,53.0,56.0,54.0,56.0,231840,56.0,55.0,53.0,56.0,56.0,54.0,56.0,51.0,55.0,56.0,CM CDM ,56.0,55.0,53.0,56.0,56.0,54.0,56.0,51.0,55.0,56.0,51.0
16249,G. Chará,21,https://cdn.sofifa.org/48/18/players/237729.png,Colombia,https://cdn.sofifa.org/flags/56.png,57,67,Asociacion Deportivo Cali,https://cdn.sofifa.org/24/18/teams/101102.png,€150K,€1K,1272,48,61,44,52,44,42,28,27,28,29,30,14,7,8,7,12,55,53,68,34,33,54,33,25,54,37,43,49,53,55,59,72,28,28,36.0,56.0,49.0,37.0,39.0,237729,36.0,49.0,56.0,39.0,49.0,37.0,37.0,41.0,36.0,47.0,CB ,36.0,49.0,56.0,39.0,49.0,37.0,37.0,41.0,36.0,47.0,41.0
16250,J. Hayes,22,https://cdn.sofifa.org/48/18/players/237218.png,United States,https://cdn.sofifa.org/flags/95.png,57,66,FC Dallas,https://cdn.sofifa.org/24/18/teams/695.png,€160K,€1K,1557,70,59,82,83,60,58,49,45,60,37,44,10,6,6,14,13,37,42,79,60,49,45,43,48,53,61,52,48,65,54,48,43,56,36,57.0,49.0,52.0,55.0,56.0,237218,57.0,52.0,49.0,56.0,52.0,55.0,57.0,50.0,56.0,53.0,CM ,57.0,52.0,49.0,56.0,52.0,55.0,57.0,50.0,56.0,53.0,50.0
16251,O. Güçtekin,18,https://cdn.sofifa.org/48/18/players/240550.png,Turkey,https://cdn.sofifa.org/flags/48.png,57,76,Fenerbahçe SK,https://cdn.sofifa.org/24/18/teams/326.png,€190K,€4K,1522,53,55,52,77,61,51,54,43,53,37,42,6,11,5,11,12,56,49,61,61,44,54,47,48,57,63,58,60,55,50,62,36,47,42,54.0,55.0,56.0,53.0,55.0,240550,54.0,56.0,55.0,55.0,56.0,53.0,54.0,51.0,53.0,56.0,CDM ,54.0,56.0,55.0,55.0,56.0,53.0,54.0,51.0,53.0,56.0,51.0
16252,M. Kelly,19,https://cdn.sofifa.org/48/18/players/226473.png,Scotland,https://cdn.sofifa.org/flags/42.png,57,66,Bristol Rovers,https://cdn.sofifa.org/24/18/teams/1962.png,€130K,€1K,1526,79,57,61,65,56,51,50,48,55,27,30,13,10,9,9,16,50,55,64,57,31,41,46,42,54,58,55,53,74,60,55,65,45,36,52.0,54.0,55.0,51.0,53.0,226473,52.0,56.0,54.0,53.0,55.0,51.0,55.0,49.0,52.0,56.0,LB ,52.0,56.0,54.0,53.0,55.0,51.0,55.0,49.0,52.0,56.0,49.0
16253,H. Arellano,19,https://cdn.sofifa.org/48/18/players/237225.png,United States,https://cdn.sofifa.org/flags/95.png,57,69,LA Galaxy,https://cdn.sofifa.org/24/18/teams/697.png,€160K,€1K,1445,66,64,49,74,49,47,28,32,43,26,33,5,15,15,12,10,55,54,75,48,41,56,51,28,53,46,51,52,70,69,53,62,31,29,43.0,56.0,52.0,43.0,46.0,237225,43.0,53.0,56.0,46.0,52.0,43.0,45.0,44.0,43.0,52.0,CB ,43.0,53.0,56.0,46.0,52.0,43.0,45.0,44.0,43.0,52.0,44.0
16254,N. Bürgy,21,https://cdn.sofifa.org/48/18/players/224426.png,Switzerland,https://cdn.sofifa.org/flags/47.png,57,69,FC Thun,https://cdn.sofifa.org/24/18/teams/1715.png,€160K,€2K,1292,54,50,48,61,47,54,28,26,29,24,28,10,7,9,15,11,53,51,73,32,24,52,54,22,49,44,39,65,48,57,66,56,29,31,37.0,56.0,50.0,36.0,40.0,224426,37.0,52.0,56.0,40.0,50.0,36.0,38.0,38.0,36.0,50.0,CB ,37.0,52.0,56.0,40.0,50.0,36.0,38.0,38.0,36.0,50.0,38.0
16255,S. Lomónaco,18,https://cdn.sofifa.org/48/18/players/235946.png,Argentina,https://cdn.sofifa.org/flags/52.png,57,73,Arsenal de Sarandí,https://cdn.sofifa.org/24/18/teams/110394.png,€220K,€1K,1385,61,32,56,69,53,54,32,42,57,57,41,9,10,11,13,12,67,16,71,37,48,20,66,53,55,54,46,14,61,52,17,57,49,47,53.0,35.0,36.0,54.0,47.0,235946,53.0,36.0,35.0,47.0,36.0,54.0,52.0,56.0,53.0,38.0,ST ,53.0,36.0,35.0,47.0,36.0,54.0,52.0,56.0,53.0,38.0,56.0
16256,B. Kasprzak,24,https://cdn.sofifa.org/48/18/players/213419.png,Poland,https://cdn.sofifa.org/flags/37.png,57,62,Sandecja Nowy Sącz,https://cdn.sofifa.org/24/18/teams/112508.png,€140K,€1K,1592,66,52,91,80,57,61,49,43,53,39,44,16,14,13,11,8,49,54,55,52,40,51,40,53,52,63,52,47,72,68,57,44,58,49,56.0,53.0,55.0,54.0,56.0,213419,56.0,56.0,53.0,56.0,55.0,54.0,56.0,51.0,56.0,57.0,CDM CM ,56.0,56.0,53.0,56.0,55.0,54.0,56.0,51.0,56.0,57.0,51.0
16257,A. Peñaranda,23,https://cdn.sofifa.org/48/18/players/220843.png,Colombia,https://cdn.sofifa.org/flags/56.png,57,63,Corporación Club Deportivo Tuluá,https://cdn.sofifa.org/24/18/teams/112934.png,€140K,€1K,1353,72,27,56,67,54,43,28,32,52,49,26,9,10,10,11,8,55,11,60,29,52,20,64,61,55,46,54,16,71,58,20,71,47,52,52.0,34.0,35.0,55.0,45.0,220843,52.0,37.0,34.0,45.0,35.0,55.0,51.0,56.0,53.0,38.0,ST ,52.0,37.0,34.0,45.0,35.0,55.0,51.0,56.0,53.0,38.0,56.0
16258,A. Azbague,22,https://cdn.sofifa.org/48/18/players/230571.png,Morocco,https://cdn.sofifa.org/flags/129.png,57,67,Valenciennes FC,https://cdn.sofifa.org/24/18/teams/110456.png,€170K,€1K,1370,64,29,59,56,62,56,58,40,60,54,42,6,9,10,6,11,37,22,45,42,40,18,51,46,43,56,73,30,63,57,25,57,53,46,54.0,34.0,40.0,55.0,49.0,230571,54.0,42.0,34.0,49.0,40.0,55.0,56.0,54.0,56.0,45.0,LM ,54.0,42.0,34.0,49.0,40.0,55.0,56.0,54.0,56.0,45.0,54.0
16259,Jong Il Gwan,24,https://cdn.sofifa.org/48/18/players/218284.png,Korea DPR,https://cdn.sofifa.org/flags/166.png,57,62,FC Luzern,https://cdn.sofifa.org/24/18/teams/897.png,€140K,€2K,1478,61,35,62,72,61,55,42,45,58,58,35,14,8,13,12,16,51,22,62,55,59,24,61,49,52,62,57,20,62,61,25,57,57,50,58.0,37.0,43.0,57.0,54.0,218284,58.0,41.0,37.0,54.0,43.0,57.0,56.0,56.0,57.0,43.0,ST ,58.0,41.0,37.0,54.0,43.0,57.0,56.0,56.0,57.0,43.0,56.0
16260,U. Fredriksen,18,https://cdn.sofifa.org/48/18/players/238508.png,Norway,https://cdn.sofifa.org/flags/36.png,57,71,Sogndal,https://cdn.sofifa.org/24/18/teams/1465.png,€190K,€1K,1329,57,55,58,63,42,52,29,24,36,25,23,9,13,7,10,15,52,52,69,43,18,55,33,29,50,52,39,59,62,63,58,69,32,28,40.0,56.0,52.0,39.0,43.0,238508,40.0,53.0,56.0,43.0,52.0,39.0,42.0,41.0,40.0,51.0,CB ,40.0,53.0,56.0,43.0,52.0,39.0,42.0,41.0,40.0,51.0,41.0
16261,L. Fitzgerald,28,https://cdn.sofifa.org/48/18/players/184492.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,57,57,Bohemian FC,https://cdn.sofifa.org/24/18/teams/305.png,€80K,€1K,1612,52,61,56,60,56,51,61,62,56,42,64,15,6,9,14,14,55,54,79,58,55,54,44,43,51,57,56,58,46,64,57,62,54,37,53.0,57.0,57.0,51.0,55.0,184492,53.0,56.0,57.0,55.0,57.0,51.0,54.0,51.0,53.0,56.0,LB ,53.0,56.0,57.0,55.0,57.0,51.0,54.0,51.0,53.0,56.0,51.0
16262,S. Takahashi,21,https://cdn.sofifa.org/48/18/players/232621.png,Japan,https://cdn.sofifa.org/flags/163.png,57,67,Sanfrecce Hiroshima,https://cdn.sofifa.org/24/18/teams/113157.png,€140K,€1K,1458,72,46,70,81,57,33,50,30,55,35,29,14,12,8,9,10,45,50,69,45,28,48,33,42,51,55,37,56,73,63,57,56,44,28,51.0,53.0,53.0,50.0,50.0,232621,51.0,56.0,53.0,50.0,53.0,50.0,54.0,47.0,52.0,56.0,RM LM LB RB ,51.0,56.0,53.0,50.0,53.0,50.0,54.0,47.0,52.0,56.0,47.0
16263,C. Miller,19,https://cdn.sofifa.org/48/18/players/227759.png,Scotland,https://cdn.sofifa.org/flags/42.png,57,75,Celtic,https://cdn.sofifa.org/24/18/teams/78.png,€200K,€3K,1538,76,50,64,66,52,47,60,43,57,53,29,7,7,14,10,12,54,48,62,32,50,45,50,46,57,53,47,51,76,62,56,57,51,41,54.0,53.0,50.0,55.0,50.0,227759,54.0,56.0,53.0,50.0,50.0,55.0,56.0,54.0,57.0,56.0,ST LB ,54.0,56.0,53.0,50.0,50.0,55.0,56.0,54.0,57.0,56.0,54.0
16264,A. Pucheta,22,https://cdn.sofifa.org/48/18/players/235952.png,Argentina,https://cdn.sofifa.org/flags/52.png,57,64,San Martín de San Juan,https://cdn.sofifa.org/24/18/teams/111713.png,€120K,€1K,1216,50,53,41,56,35,40,25,25,41,17,28,11,6,12,13,13,59,49,70,32,20,60,40,20,44,40,39,56,52,33,62,71,21,22,33.0,56.0,46.0,34.0,35.0,235952,33.0,48.0,56.0,35.0,46.0,34.0,35.0,37.0,34.0,45.0,CB ,33.0,48.0,56.0,35.0,46.0,34.0,35.0,37.0,34.0,45.0,37.0
16265,L. Nash,21,https://cdn.sofifa.org/48/18/players/240048.png,England,https://cdn.sofifa.org/flags/14.png,57,65,Gillingham,https://cdn.sofifa.org/24/18/teams/1802.png,€160K,€1K,1393,81,34,73,78,50,44,33,49,44,59,32,12,8,12,7,5,55,10,68,27,57,11,58,59,53,41,63,12,71,77,17,53,48,36,51.0,30.0,33.0,54.0,44.0,240048,51.0,37.0,30.0,44.0,33.0,54.0,51.0,56.0,53.0,38.0,ST ,51.0,37.0,30.0,44.0,33.0,54.0,51.0,56.0,53.0,38.0,56.0
16266,M. Salmon,28,https://cdn.sofifa.org/48/18/players/189872.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,57,57,Bray Wanderers,https://cdn.sofifa.org/24/18/teams/838.png,€100K,€1K,1542,47,53,56,44,58,56,56,42,55,53,41,8,6,11,12,12,52,47,64,54,53,52,58,52,52,58,55,51,44,68,56,63,56,53,55.0,54.0,55.0,54.0,56.0,189872,55.0,53.0,54.0,56.0,55.0,54.0,55.0,54.0,54.0,54.0,CM ,55.0,53.0,54.0,56.0,55.0,54.0,55.0,54.0,54.0,54.0,54.0
16267,J. Adelson,21,https://cdn.sofifa.org/48/18/players/231603.png,Australia,https://cdn.sofifa.org/flags/195.png,57,68,Newcastle Jets,https://cdn.sofifa.org/24/18/teams/111398.png,€160K,€1K,1409,74,50,71,62,55,54,53,28,48,34,25,8,12,7,6,8,44,49,60,37,37,49,32,42,53,49,29,47,76,79,56,68,34,27,48.0,53.0,51.0,47.0,48.0,231603,48.0,56.0,53.0,48.0,51.0,47.0,52.0,46.0,51.0,56.0,RB ,48.0,56.0,53.0,48.0,51.0,47.0,52.0,46.0,51.0,56.0,46.0
16268,C. Brown,25,https://cdn.sofifa.org/48/18/players/231859.png,United States,https://cdn.sofifa.org/flags/95.png,57,63,Houston Dynamo,https://cdn.sofifa.org/24/18/teams/698.png,€100K,€1K,996,34,27,56,20,19,51,13,12,10,11,14,51,58,67,51,64,12,16,65,22,21,15,10,14,51,25,17,13,34,34,11,68,49,12,,,,,,231859,,,,,,,,,,,GK ,,,,,,,,,,,
16269,A. Koita,18,https://cdn.sofifa.org/48/18/players/239028.png,Belgium,https://cdn.sofifa.org/flags/7.png,57,74,KAA Gent,https://cdn.sofifa.org/24/18/teams/674.png,€210K,€2K,1414,76,32,78,75,60,48,53,41,63,53,39,14,8,8,14,6,32,23,72,48,51,18,46,47,45,50,52,26,73,55,23,48,42,43,54.0,33.0,38.0,54.0,48.0,239028,54.0,41.0,33.0,48.0,38.0,54.0,56.0,52.0,57.0,44.0,LM RM ,54.0,41.0,33.0,48.0,38.0,54.0,56.0,52.0,57.0,44.0,52.0
16270,F. Britos,21,https://cdn.sofifa.org/48/18/players/236725.png,Argentina,https://cdn.sofifa.org/flags/52.png,57,67,Unión de Santa Fe,https://cdn.sofifa.org/24/18/teams/111716.png,€170K,€2K,1629,65,65,59,68,55,45,43,42,50,40,45,9,6,13,15,11,65,56,71,64,41,61,65,35,60,65,55,58,65,62,60,75,50,35,53.0,62.0,61.0,52.0,56.0,236725,53.0,59.0,62.0,56.0,61.0,52.0,54.0,52.0,52.0,58.0,CDM CM ,53.0,59.0,62.0,56.0,61.0,52.0,54.0,52.0,52.0,58.0,52.0
16271,D. Suga,18,https://cdn.sofifa.org/48/18/players/237749.png,Japan,https://cdn.sofifa.org/flags/163.png,57,74,Hokkaido Consadole Sapporo,https://cdn.sofifa.org/24/18/teams/112444.png,€220K,€1K,1422,59,22,51,77,64,54,67,61,58,58,51,8,6,10,5,7,44,22,42,52,52,32,30,46,59,57,58,21,68,63,29,34,57,52,57.0,35.0,43.0,57.0,54.0,237749,57.0,45.0,35.0,54.0,43.0,57.0,59.0,55.0,59.0,48.0,RW LWB CF ,57.0,45.0,35.0,54.0,43.0,57.0,59.0,55.0,59.0,48.0,55.0
16272,M. Lansing,23,https://cdn.sofifa.org/48/18/players/239797.png,United States,https://cdn.sofifa.org/flags/95.png,57,66,Aalborg BK,https://cdn.sofifa.org/24/18/teams/820.png,€120K,€1K,1094,46,26,52,59,22,54,12,10,16,8,14,57,55,62,55,56,13,18,60,48,5,8,17,6,58,44,16,12,54,40,11,69,58,7,,,,,,239797,,,,,,,,,,,GK ,,,,,,,,,,,
16273,F. Pardo,20,https://cdn.sofifa.org/48/18/players/238518.png,Argentina,https://cdn.sofifa.org/flags/52.png,57,68,Belgrano de Córdoba,https://cdn.sofifa.org/24/18/teams/111022.png,€160K,€1K,1337,64,48,46,63,36,42,33,33,30,27,30,5,6,11,15,13,54,57,73,30,26,52,47,31,49,36,47,64,63,57,65,64,30,32,36.0,56.0,48.0,37.0,38.0,238518,36.0,53.0,56.0,38.0,48.0,37.0,39.0,41.0,37.0,50.0,CB ,36.0,53.0,56.0,38.0,48.0,37.0,39.0,41.0,37.0,50.0,41.0
16274,R. Holden,19,https://cdn.sofifa.org/48/18/players/233655.png,Northern Ireland,https://cdn.sofifa.org/flags/35.png,57,74,Bristol City,https://cdn.sofifa.org/24/18/teams/1919.png,€220K,€3K,1427,74,33,80,75,56,60,47,45,58,47,44,9,15,12,10,8,27,37,62,48,50,29,52,52,41,56,48,30,74,48,31,33,58,38,56.0,36.0,42.0,54.0,51.0,233655,56.0,44.0,36.0,51.0,42.0,54.0,55.0,49.0,56.0,46.0,CM CAM ,56.0,44.0,36.0,51.0,42.0,54.0,55.0,49.0,56.0,46.0,49.0
16275,A. Beestin,19,https://cdn.sofifa.org/48/18/players/235703.png,England,https://cdn.sofifa.org/flags/14.png,57,64,Doncaster Rovers,https://cdn.sofifa.org/24/18/teams/142.png,€140K,€1K,1456,59,45,60,67,58,56,50,43,59,45,43,6,15,9,7,8,35,35,54,54,35,40,49,53,49,62,45,43,69,60,43,56,57,43,56.0,45.0,49.0,54.0,54.0,235703,56.0,49.0,45.0,54.0,49.0,54.0,57.0,50.0,55.0,51.0,ST CAM ,56.0,49.0,45.0,54.0,49.0,54.0,57.0,50.0,55.0,51.0,50.0
16276,P. Millien,31,https://cdn.sofifa.org/48/18/players/208312.png,Haiti,https://cdn.sofifa.org/flags/80.png,57,57,Finn Harps,https://cdn.sofifa.org/24/18/teams/111131.png,€90K,€1K,1439,80,32,80,84,56,52,52,52,58,53,51,13,15,7,8,13,20,16,78,40,50,18,48,54,54,47,52,16,76,55,17,45,55,44,55.0,29.0,36.0,56.0,48.0,208312,55.0,38.0,29.0,48.0,36.0,56.0,56.0,52.0,58.0,42.0,LM RM ,55.0,38.0,29.0,48.0,36.0,56.0,56.0,52.0,58.0,42.0,52.0
16277,Z. Faour,19,https://cdn.sofifa.org/48/18/players/224952.png,Sweden,https://cdn.sofifa.org/flags/46.png,57,74,IK Sirius,https://cdn.sofifa.org/24/18/teams/113458.png,€220K,€1K,1426,63,45,58,70,60,55,38,53,59,56,49,10,6,14,11,12,54,24,64,31,50,20,65,59,52,47,51,17,62,52,16,55,54,49,54.0,35.0,37.0,56.0,48.0,224952,54.0,38.0,35.0,48.0,37.0,56.0,53.0,56.0,55.0,39.0,ST ,54.0,38.0,35.0,48.0,37.0,56.0,53.0,56.0,55.0,39.0,56.0
16278,D. Minz,18,https://cdn.sofifa.org/48/18/players/240056.png,Germany,https://cdn.sofifa.org/flags/21.png,57,68,RB Leipzig,https://cdn.sofifa.org/24/18/teams/112172.png,€140K,€4K,1287,55,50,44,62,33,50,28,32,32,22,27,11,11,7,15,13,58,54,64,34,26,55,42,25,53,40,36,62,53,55,64,56,34,34,36.0,56.0,49.0,36.0,39.0,240056,36.0,52.0,56.0,39.0,49.0,36.0,37.0,38.0,35.0,49.0,CB ,36.0,52.0,56.0,39.0,49.0,36.0,37.0,38.0,35.0,49.0,38.0
16279,I. Paro,22,https://cdn.sofifa.org/48/18/players/240312.png,Burkina Faso,https://cdn.sofifa.org/flags/101.png,57,67,Chamois Niortais FC,https://cdn.sofifa.org/24/18/teams/1813.png,€150K,€1K,1287,64,56,42,44,27,50,30,21,31,18,28,14,15,14,14,8,60,53,51,58,23,54,38,28,42,56,35,55,68,57,61,69,31,22,37.0,56.0,52.0,36.0,42.0,240312,37.0,52.0,56.0,42.0,52.0,36.0,40.0,38.0,36.0,49.0,CB ,37.0,52.0,56.0,42.0,52.0,36.0,40.0,38.0,36.0,49.0,38.0
16280,T. Iida,22,https://cdn.sofifa.org/48/18/players/237753.png,Japan,https://cdn.sofifa.org/flags/163.png,57,64,Shimizu S-Pulse,https://cdn.sofifa.org/24/18/teams/101149.png,€120K,€1K,1432,70,46,66,53,61,37,67,41,58,34,26,5,6,13,11,11,45,48,61,50,21,44,38,46,60,48,34,51,76,61,52,56,42,31,51.0,51.0,51.0,51.0,50.0,237753,51.0,56.0,51.0,50.0,51.0,51.0,56.0,48.0,55.0,57.0,RB ,51.0,56.0,51.0,50.0,51.0,51.0,56.0,48.0,55.0,57.0,48.0
16281,Ahn Joong Geun,23,https://cdn.sofifa.org/48/18/players/238265.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,57,62,Gangwon FC,https://cdn.sofifa.org/24/18/teams/112115.png,€140K,€1K,1395,58,67,59,74,44,40,32,41,65,57,32,13,12,9,12,8,48,14,55,34,47,11,55,58,62,46,67,13,60,62,17,56,54,53,53.0,33.0,36.0,56.0,47.0,238265,53.0,34.0,33.0,47.0,36.0,56.0,52.0,56.0,53.0,37.0,CF ST ,53.0,34.0,33.0,47.0,36.0,56.0,52.0,56.0,53.0,37.0,56.0
16282,J. Brown,22,https://cdn.sofifa.org/48/18/players/213434.png,Jamaica,https://cdn.sofifa.org/flags/82.png,57,68,Cambridge United,https://cdn.sofifa.org/24/18/teams/1944.png,€180K,€3K,1540,75,58,72,72,58,50,46,39,56,46,44,7,12,15,7,9,44,42,60,53,49,30,46,59,51,57,53,43,77,68,40,60,50,42,56.0,46.0,50.0,56.0,54.0,213434,56.0,50.0,46.0,54.0,50.0,56.0,57.0,54.0,57.0,52.0,CAM ,56.0,50.0,46.0,54.0,50.0,56.0,57.0,54.0,57.0,52.0,54.0
16283,R. Renner,23,https://cdn.sofifa.org/48/18/players/223676.png,Austria,https://cdn.sofifa.org/flags/4.png,57,64,SV Mattersburg,https://cdn.sofifa.org/24/18/teams/1785.png,€150K,€3K,1398,68,38,57,67,54,45,58,57,56,49,32,7,8,13,9,13,39,32,35,48,39,36,50,48,49,53,47,34,72,63,29,40,53,45,53.0,38.0,43.0,53.0,50.0,223676,53.0,46.0,38.0,50.0,43.0,53.0,56.0,50.0,55.0,49.0,LM ,53.0,46.0,38.0,50.0,43.0,53.0,56.0,50.0,55.0,49.0,50.0
16284,A. Pearce,20,https://cdn.sofifa.org/48/18/players/225981.png,Australia,https://cdn.sofifa.org/flags/195.png,57,71,Central Coast Mariners,https://cdn.sofifa.org/24/18/teams/111396.png,€190K,€1K,1018,35,43,28,50,22,36,20,17,19,13,17,57,56,55,58,56,12,11,42,22,16,19,23,14,50,25,18,20,41,38,20,66,18,17,,,,,,225981,,,,,,,,,,,GK ,,,,,,,,,,,
16285,E. Amenyido,19,https://cdn.sofifa.org/48/18/players/240829.png,Germany,https://cdn.sofifa.org/flags/21.png,57,71,VVV-Venlo,https://cdn.sofifa.org/24/18/teams/100651.png,€220K,€4K,1470,77,48,69,68,60,45,44,37,58,54,33,8,9,14,12,10,56,33,78,35,47,20,46,49,45,57,55,21,77,75,28,71,38,38,54.0,41.0,43.0,55.0,49.0,240829,54.0,45.0,41.0,49.0,43.0,55.0,56.0,56.0,56.0,47.0,LW RW ST ,54.0,45.0,41.0,49.0,43.0,55.0,56.0,56.0,56.0,47.0,56.0
16286,D. Wilson,20,https://cdn.sofifa.org/48/18/players/223167.png,England,https://cdn.sofifa.org/flags/14.png,57,68,Wolverhampton Wanderers,https://cdn.sofifa.org/24/18/teams/110.png,€180K,€6K,1396,76,31,69,62,59,50,45,44,58,54,33,8,15,11,7,7,42,16,56,44,52,16,53,47,49,45,68,14,77,54,20,66,47,51,53.0,32.0,36.0,55.0,47.0,223167,53.0,38.0,32.0,47.0,36.0,55.0,54.0,56.0,56.0,40.0,ST ,53.0,38.0,32.0,47.0,36.0,55.0,54.0,56.0,56.0,40.0,56.0
16287,A. Madiani,21,https://cdn.sofifa.org/48/18/players/226239.png,France,https://cdn.sofifa.org/flags/18.png,57,64,US Quevilly-Rouen,https://cdn.sofifa.org/24/18/teams/112552.png,€150K,€1K,1465,68,32,57,61,55,54,44,47,62,59,40,15,8,8,10,8,64,20,72,38,54,23,75,53,57,54,61,20,65,50,22,64,57,42,56.0,38.0,39.0,58.0,50.0,226239,56.0,40.0,38.0,50.0,39.0,58.0,56.0,59.0,57.0,42.0,RM ,56.0,40.0,38.0,50.0,39.0,58.0,56.0,59.0,57.0,42.0,59.0
16288,V. Grodås,25,https://cdn.sofifa.org/48/18/players/198337.png,Norway,https://cdn.sofifa.org/flags/36.png,57,62,Sogndal,https://cdn.sofifa.org/24/18/teams/1465.png,€110K,€1K,1519,67,43,66,63,49,48,48,39,40,52,45,9,15,14,6,13,50,56,34,51,42,49,50,46,65,57,69,57,62,65,61,66,35,35,50.0,55.0,55.0,51.0,51.0,198337,50.0,57.0,55.0,51.0,55.0,51.0,51.0,54.0,51.0,56.0,LWB ,50.0,57.0,55.0,51.0,55.0,51.0,51.0,54.0,51.0,56.0,54.0
16289,Kim Dong Gi,28,https://cdn.sofifa.org/48/18/players/208065.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,57,57,Pohang Steelers,https://cdn.sofifa.org/24/18/teams/1474.png,€110K,€2K,1371,44,67,62,49,56,44,24,32,57,58,30,13,12,7,8,12,68,22,70,21,53,25,56,51,51,39,55,21,44,61,17,80,48,58,49.0,41.0,37.0,52.0,43.0,208065,49.0,35.0,41.0,43.0,37.0,52.0,47.0,56.0,49.0,36.0,ST ,49.0,35.0,41.0,43.0,37.0,52.0,47.0,56.0,49.0,36.0,56.0
16290,T. Vialla,21,https://cdn.sofifa.org/48/18/players/228289.png,France,https://cdn.sofifa.org/flags/18.png,57,67,AC Ajaccio,https://cdn.sofifa.org/24/18/teams/614.png,€170K,€1K,1498,66,48,70,65,64,58,49,54,66,50,44,6,15,7,7,11,42,23,56,53,44,38,52,42,52,54,63,42,66,60,32,58,50,49,56.0,42.0,46.0,56.0,52.0,228289,56.0,46.0,42.0,52.0,46.0,56.0,57.0,54.0,57.0,48.0,RM CAM ,56.0,46.0,42.0,52.0,46.0,56.0,57.0,54.0,57.0,48.0,54.0
16291,J. Balanta,20,https://cdn.sofifa.org/48/18/players/222146.png,Colombia,https://cdn.sofifa.org/flags/56.png,57,67,Asociacion Deportivo Cali,https://cdn.sofifa.org/24/18/teams/101102.png,€170K,€1K,1448,86,34,82,83,50,43,32,36,56,59,33,13,10,14,7,7,50,13,83,28,53,17,62,57,53,40,55,13,73,83,17,51,49,49,53.0,31.0,34.0,55.0,45.0,222146,53.0,38.0,31.0,45.0,34.0,55.0,54.0,56.0,55.0,40.0,ST ,53.0,38.0,31.0,45.0,34.0,55.0,54.0,56.0,55.0,40.0,56.0
16292,Park Yi-Young,23,https://cdn.sofifa.org/48/18/players/237507.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,57,66,FC St. Pauli,https://cdn.sofifa.org/24/18/teams/110329.png,€140K,€2K,1464,60,49,71,64,60,42,51,37,57,30,24,15,11,7,11,11,46,53,65,55,33,56,34,38,52,56,35,58,67,59,60,64,47,28,52.0,56.0,56.0,49.0,53.0,237507,52.0,57.0,56.0,53.0,56.0,49.0,53.0,46.0,52.0,57.0,CB LB CDM ,52.0,57.0,56.0,53.0,56.0,49.0,53.0,46.0,52.0,57.0,46.0
