SOAAADD12AB018A9DD	TRNCENP12903C9EF3A
SOYRIMF12A6D4F8D2A	TRLOOSG128F1490493
SOYRINX12A58A78F54	TRPRDBU128EF34C43F
SOYRIPF12A8C1351D1	TRUXFXW128F42910C9
SOYRIPL12A67AE2466	TRQSRQC12903CF2621
SOYRIQP12AB0182CC1	TRAMTMC128F93422A4
SOYRIQP12AB0184EB5	TRWOBDH128F93375DD
SOYRIRH12A8C13A054	TRRMJMZ128F427C70D
SOYRISD12AB018BA0A	TRVRPKY12903CDA5C8
SOYRISZ12A6D4F6E76	TRTXOZW12903CFCC4D
SOYRITM12A6310E17C	TRFIZUL128F933B4CE
SOYRITU12A8C13B513	TRVEWBT128F426F26B
SOYRIUI12AB01836E3	TRJIZYS128F92EDA51
SOYRIUK12AB0183197	TRQYIAD128F9327214
SOYRIUT12AB01870A6	TRJCEZH128F934453C
SOYRIVT12A3F1E9DAB	TREMEBU128F930CFC8
SOYRIWI12AB0183E77	TRKTUIT128F930C6D8
SOYRIWJ12AB017C4F2	TRBOWNP128F930AB4F
SOYRIWR12AB017AB72	TRSELBU128F930CA4D
SOYRIXL12A8C132B42	TRGDTTZ128F930C8A9
SOYRIZQ12AF72A07C9	TRMTKCT128F92E4B8C
SOYRJBG12A8C139833	TRKKOOL128F426EF6A
SOYRJBT12AB0186F67	TRNIZNW128F933ACF4
SOYRJCE12AAF3B2E12	TRFBMYC128F92F0114
SOYRJCG12AB018D985	TRSEDRU12903CD119A
SOYRJCN12A8C13E10F	TRZOMVK128F4291CA7
SOYRJCZ12A8151E127	TRUWYJS128F424EF9F
SOYRJDX12AB0182366	TRIGFPK128F930FE70
SOYRJEF12A8C137902	TRCOWYQ128F4284830
SOYRJEV12A8C13BD89	TRQFTPU128F429417E
SOYRJFE12A8C13CB12	TRDLEZW128F428430D
SOYRJFG12A6D4F6865	TRDQHCY128F146707D
SOYRJHL12A6D4F6CEA	TRTMZWU128F14624A4
SOYRJKA12AB0180D5F	TRKWSNW128F92EDC63
SOYRJNZ12AB0184CEE	TRETTKU128F9355A3B
SOYRJOH12AB01888F7	TRCYAEQ12903CD2CD5
SOYRJSI12B0B80660F	TRTTLYM128F42777F3
SOYRJTL12A67AD9551	TRPOISD128EF3436C4
SOYRJUW12A6701C60C	TRFNLQJ128E079278E
SOYRJUZ12A8C14092C	TRSQORC128F92C4713
SOYRJZY12A6D4F988F	TROYOOH128F146543A
SOYRKAK12AB0182FAE	TRNJGYR128F9327F93
SOYRKBF12A6D4FA004	TRRAAHT128F149240A
SOYRKCY12A8C14399C	TRXITZG128F92F7EED
SOYRKDZ12AB018F07B	TROFADG12903CDE7A2
SOYRKEB12A6701F1EA	TRSWWHQ128F145E656
SOYRKEW12A6701F43B	TRZQVRW128E0788CDA
SOYRKFK12AC468BDDA	TRLJEYB12903CEA9C3
SOYRKFZ12AB0184A6F	TRJLXNR128F9346194
SOYRKGE12AF729D6A3	TRNKVNC128F149EF06
SOYRKIP12AB0185ACF	TRRKPAA12903CC4EE8
SOYRKIY12AB01885D1	TRFCHQM12903CBE6C3
SOYRKJD12A8AE48444	TRZECNN128F42387C2
SOYRKJS12A6D4F804A	TRLXMJS128F1466CCD
SOYRKJS12A8C137964	TRJKOOD128F426019E
SOYRKLC12A58A7EB73	TRWJAVG128F931FCC1
SOYRKLG12AC468B486	TRPUALR12903CF24D8
SOYRKPS12AB018AA83	TRLNOJH128F93370F6
SOYRKQE12A58A77531	TRXTNGO128F425A4F0
SOYRKQF12A6D4FD814	TRXZUAK128F422F854
SOYRKQM12A8C143D29	TRLAFPL128F92C5761
SOYRKQU12A8C1320E9	TRTYZXY128F4264D2E
SOYRKRI12A6D4FBE71	TRBPADI128F4245901
SOYRKRU12AB0185679	TRIUYAE12903CD328B
SOYRKSA12A8C13A0A2	TRLOVVR128F426FC9C
SOYRLAH12A8C1397DA	TRLKWJD128F4286C0F
SOYRLBC12A6D4F6B72	TRCZTTY128F146C98A
SOYRLEA12AC3DF8330	TRKBJHM12903CFFE4E
SOYRLED12AB017B94A	TRXABBW128F92DFD67
SOYRLFT12A8C133C44	TRZMETA128F934B6ED
SOYRLHV12A81C231AA	TRMSVAQ128F422EF94
SOYRLIN12AB017DE0D	TRRAYTB128F930CB1F
SOYRLKW12A8C143C6B	TRNSKTG128F9312AD6
SOYRLMI12A58A7AB26	TRDZQTR128F1491C10
SOYRLMQ12AC46862FC	TRKFLER12903CE096C
SOYRLMY12A6D4F7343	TRIMXAN128F1456BE9
SOYRLND12AB018065C	TRSYRAW128F9309148
SOYRLNT12A6D4F85FD	TRZYERC128F1472ADE
SOYRLOB12A6D4F6B21	TRIZUFS128F14599C3
SOYRLPV12A8C145AE3	TRWOUEN128F92FA120
SOYRLRU12A6D4F789A	TRYBRHJ128F145E2B5
SOYRLSS12AB018984C	TRYONEO12903CC6DF2
SOYRLVS12AB0183C9C	TRQWHFP128F932A6CA
SOYRLWS12A81C2370C	TRTWFSS128F92F8FEA
SOYRLWV12A6BD55D12	TRMRWVS128EF34C217
SOYRLXD12AC3DFB766	TRTOOSQ12903CFA58D
SOYRLYE12A6701F13D	TRAYWQE128E0785B37
SOYRLYY12AF72A5B65	TRFZICL128F423EC4E
SOYRLZA12AB018A009	TRARUTI12903CB2B37
SOYRLZM12AB0187E2C	TRLHUAC12903CD9313
SOYRMAV12A8C13BD79	TRKPPFD128F42981E7
SOYRMBN12AB018D2A5	TRQSGJD12903CC5C7C
SOYRMEH12AB017BE93	TRJREMW128F9315B31
SOYRMFA12A58A7F8F4	TRUPRFO128F93216F3
SOYRMGQ12A58A7AA6D	TRDJLWR128F932B8A6
SOYRMIK12A6D4F7333	TRJYSDQ128F146CA01
SOYRMIV12AB0184E74	TRQXVWZ128F933E701
SOYRMJF12AB0189A56	TRXDUYI12903CBE73F
SOYRMJQ12A6BD53806	TRSSVZS128EF34B73C
SOYRMLO12AAA8C6D0F	TRQEYRN128F92DC5F5
SOYRMOT12AB017F2B7	TRGLNUL128F92E98EE
SOYRMPD12A67020BA9	TRKZAMG12903CA884F
SOYRMQD12AB0181206	TRUZVEO128F93484B4
SOYRMQN12AF72A91B7	TRISBDC128F92C407D
SOYRMRU12AB0184CE3	TRJCAEQ128F9300453
SOYRMRZ12AB0180AA3	TRLIZQW128F92FF3C4
SOYRMSL12A8C13AC2C	TRJWHFN128F4296EC6
SOYRMSP12AB017FE59	TRUVTLO128F933583E
SOYRMST12AB0181E6E	TRRRGSN128F92FFFAA
SOYRMUM12A67ADE67E	TRPCNKK128E07990A9
SOYRMUT12A8C143971	TRIBPQH128F92F9A48
SOYRMVO12A6701D106	TREMKMI128E078FB41
SOYRMVQ12AB017DAC4	TRSNZEI128F92FE447
SOYRMYB12A6D4F8322	TRRCGTR128F147E35C
SOYRMYL12A8C137E58	TRMDQAG12903D0C10F
SOYRMZC12A6D4FA41F	TRBLXZS128F4231048
SOYRNAJ12A6D4FA67E	TRCYZNU128F149F555
SOYRNAQ12A6D4F8B41	TRAVRAG128F1469A3C
SOYRNBF12AB0182D84	TRVKPHA128F934AEC5
SOYRNGN12A6D4FB5A8	TRZVCJE128F422F0F6
SOYRNHX12A8C1402DF	TRYWWUA128F93469F2
SOYRNIC12AB01849BC	TRTMBQR128F9337F9F
SOYRNJN12A8C13E431	TRSGKXK128F42935B9
SOYRNLN12AC468BE9B	TRKXRDW12903CF692A
SOYRNMA12AB018D42C	TRDDWEB12903CBD2BA
SOYRNMJ12AB0185D93	TRXEOBJ128F9339673
SOYRNNI12A8C136A4D	TRYNEUO128F4255C33
SOYRNNX12AB0181B9B	TRNTFOE128F930B170
SOYRNOL12AB0182844	TRPWLXB128F931C6D2
SOYRNPG12AB018C9D3	TRGZWKV12903CD4E7C
SOYRNRH12AB01877D0	TROBAYH12903CD06BC
SOYRNSV12AB0183768	TRRFYAZ128F934CEDF
SOYRNTD12AB0184C21	TRGGUUU12903CB4C4E
SOYRNTS12AB017EEEF	TRLJFOJ128F9305A93
SOYRNVC12AB018B9E5	TRHVSIY12903CDA5BA
SOYRNVI12AB018472C	TRHJMBV128F9337775
SOYRNVN12A6D4FBD7C	TRXWFFV128F42B9D00
SOYRNWS12AB01813C8	TRFHFJW128F92F9057
SOYRNWU12AB01896F7	TRQKJNH12903CC0C06
SOYRNWV12AB018358E	TRNSHCE128F931992B
SOYROBE12AB01880B7	TRIJZCU12903CA59AF
SOYROEC12AB01816D2	TRXNKYY128F932929E
SOYROER12AAF3B41E0	TRPZIVP128F92F3768
SOYROFA12A8C137499	TRNYIDH128F425A8EC
SOYROFE12AB018229A
SOYROFF12A6D4FA1E5	TRCXUVO128F14801CC
SOYROIN12A5829197D	TRCUBNW128F42AC385
SOYROJP12AB0187757	TRYVOSY128F93130B4
SOYROLV12A58A78DC3	TRDQHAS128F42A6CB7
SOYROMA12A8C1374A2	TRTVNYN128F4287E48
SOYROME12AB0186D9A	TRZMIOE12903CA459B
SOYROMU12AB017D295	TRDJDTC128F92E3559
SOYROON12A8C13FC4E	TRFLJFT128F92F2D9F
SOYRORU12AAF3B481F	TRRNOPE128F93069D6
SOYRORX12A8C144FF8	TRHFGHF128F92E89FC
SOYROSF12AF729F255	TRHTGFZ128F92CC835
SOYROUL12A8C133893	TRRXMAU128F930CB0B
SOYROVC12A6D4F6F38	TRYGGQF128F1466993
SOYROXF12AB0188157	TREKRRL128F9328074
SOYROXU12AB018B260	TRKPYIG128F932E9DA
SOYROZK12A6D4F6E54	TRJCSAK128F425FE84
SOYRPBG12AAF3B2ABB	TROLRIP128F92E1708
SOYRPCH12A8C13DD08	TRMHWGU128F429B281
SOYRPDA12AAFB57B58	TRWIEDK128F9304F7B
SOYRPDG12A6701F2B7	TRRWXJX128E0785A67
SOYRPFJ12AB01885D9	TRQHFNL128F93452A7
SOYRPGN12AC3DF8520	TRMCOXO12903D0688F
SOYRPGP12AAF3B30B4	TRHAEEU12903CE0F1B
SOYRPJQ12AB018227C	TRXHBYK128F9318801
SOYRPJT12AC468AE5B	TRGNAQR12903CE7367
SOYRPKB12A6310D8B3	TRAZWRQ128E0781E81
SOYRPNJ12AB017FC95	TRBYNFZ128F9313D5C
SOYRPQN12AAF3B3880	TRHARUI12903CDCF89
SOYRPSV12A67AE0E1E	TRBSMXT128EF3431B2
SOYRPSX12A8C13B248	TRTTQVC128F42755D3
SOYRPVJ12A8C1460A0	TRXMDYK12903CFA1FA
SOYRPWD12A8C135B01	TRQFWAC128F4269FB1
SOYRPZL12A8C140D0A	TRXEARN128F42B97D2
SOYRQAC12AB0184385	TRUDOAO12903CA47E7
SOYRQAD12A67ADABF2	TRIKMIA128EF3444B9
SOYRQGD12AB0186D03	TRMAXSW12903CFFE0D
SOYRQHF12A8C140650	TRAKVAB128F92CB015
SOYRQHO12A6D4F7C58	TRCKHBN128E07828AE
SOYRQIT12A8C139C67	TRGFITJ128F425362A
SOYRQJW12AB018248B	TRQZVML128F930F8E9
SOYRQKZ12A58A7B824	TRGXIHC128F4289349
SOYRQMN12A8C133951	TRNNSCN128F423EC44
SOYRQNE12A6D4F9E38	TRYXYAI128F148FCD1
SOYRQNR12AB018FD71	TRMPHMN12903CDCFF5
SOYRQOU12AC3DF8322	TRBNIFN12903D028D7
SOYRQQU12AB0182380	TRRSIBJ128F92FC829
SOYRQRM12AB0184C8C	TROVEIT128F92FAF69
SOYRQSD12A81C20A78	TRCCUBA128F424FD05
SOYRQSF12A58A7DA8F	TRTEWGR128F426BE31
SOYRQWM12AB0180A98	TRVZFYR128F92DFC93
SOYRRCX12A58A783FC	TRPHGVO128F93117A3
SOYRRCY12A6D4F9339	TRMKEXR128F1477E22
SOYRREF12A8C14392C	TRIWYZE128F92ECD3B
SOYRREK12A6D4FBD88	TRPNESE128F424C912
SOYRREQ12A6D4F8DEC	TRCMAJF128F1457547
SOYRRFN12A8C138A7D	TRYZCZF128F4257252
SOYRRGR12A58A7B4F3	TRNXDRC128F424D108
SOYRRIA12A8C141C70	TRRFFSJ128F92E4B0D
SOYRRIX12A6D4FB1B0	TRMHLOV128F422C35D
SOYRRKE12A58A7DBEE	TRIDEYH128F9321D35
SOYRRLY12A8C1361F4	TRXHQJZ128F42629EB
SOYRRNW12AB017FC36	TRGIWDG128F93608F6
SOYRRQG12A8C1415BA	TRJPIIN128F4281BEF
SOYRRRG12AB018C443	TRIQMUN12903CC4F16
SOYRRSY12A6701BFD2	TRDYSXD128E07870CD
SOYRRUA12AB017E626	TRRQMFQ128F9312E5D
SOYRRVQ12A8C13D497	TRUZZFE128F4298B60
SOYRRWZ12A8C1327DC	TRVQHBG128F4238DB6
SOYRSER12A8AE48B6D	TROULFL128F92DF941
SOYRSFO12A8C139D78
SOYRSGM12AB0183BAE	TRVXPSY12903CAF9CD
SOYRSGU12AC468D2AC	TRNIUYG12903CFB53C
SOYRSGV12AB0189DCE	TRFNXLM128F934B0BA
SOYRSIR12A8C13A1D5	TRLWMKA128F4255677
SOYRSKK12A67ADD134	TRDAWGH128E0798807
SOYRSKO12A8AE48412	TRMQISR128F422DEF4
SOYRSLQ12A6D4F93F0	TRZHVRZ128F1488FA1
SOYRSLT12A67ADA69D	TRCQPHQ128EF342E42
SOYRSNF12A8AE47AD3	TRAWXCV128F4259923
SOYRSNL12AB018D625	TRSEFUU12903CD3661
SOYRSOG12AF72A40E7	TRVHGAR128F92E8B7F
SOYRSQL12AB0181EA8	TRHPRXW128F92F418E
SOYRSQL12AF729F115	TRKLSAN128E0782E07
SOYRSQU12AB018364B	TRWYFAH128F92FF3FB
SOYRSQW12AB01831B5	TRBJRVR128F931EAEE
SOYRSSD12A6D4F6059	TRJOYZI128E07810A8
SOYRSTR12A8C13F337	TRFTAEX128F427ED18
SOYRSTS12AB01810B6	TRQSZZB128F933E06C
SOYRSTY12A8C134E1B	TRNCFDT128F424D00D
SOYRSUR12A6D4FB19B	TRREZBS128F14B0F12
SOYRSXX12A58A7AEA0	TRNODKX128F423EE28
SOYRSYF12A6701C131	TRJDYYZ128E0789A40
SOYRSYI12A6D4F8352	TRPOFAG128F1461955
SOYRTBH12A8C139660	TRZXUVO128F4257BA4
SOYRTBJ12A67AD930B	TRRHSPP128E0794D1F
SOYRTCQ12A8C13C1A3	TRXXINX128F428A460
SOYRTDB12AB018BD5D	TROZNCZ12903CD349B
SOYRTDH12AB0185E2F	TRYDLFG128F930B88C
SOYRTDW12A58A78A0F	TRGFACX128F42A0109
SOYRTGM12AB0185773	TRBOJEL128F9343D4F
SOYRTIH12A8C13DE14	TRWBVYD128F4294F67
SOYRTKE12A8C13BA93	TRGTENV128F427E0D8
SOYRTKI12AC468D6C8	TRHJGDW12903CEA91B
SOYRTKW12A8AE469B6	TRKGDGS128F42399BB
SOYRTPI12AB018153F	TRJBHPR128F932A841
SOYRTPY12A8C13EA7F	TROZSLP128F429800A
SOYRTVQ12AB018BD14	TRCYLFR12903CE58F0
SOYRTWI12AB017B6DD	TRGOQBK128F92F0CF8
SOYRTXH12A8C138FC6	TRNNVGV128F4263761
SOYRUCH12A6D4F6F7E	TRSMAAY128F145186D
SOYRUDD12AB01813A7	TRKLXOW128F932CD8C
SOYRUFO12AC468D058	TRKBDAR12903D1159E
SOYRUFS12A58A7B150	TRVXALP128F422EA4D
SOYRUJH12AB0184415	TRVAJNI12903CC2003
SOYRUKC12A8C136CEA	TRIXQZD128F425AC10
SOYRUNW12AB01856B8	TRADVCK128F92FE22E
SOYRURA12AB0188328	TRUJTLB128F93294CC
SOYRUSS12A6D4F941D	TRZFQFQ128F145F58C
SOYRUVM12A6D4F6E14	TRLMAZE12903CF1A5B
SOYRUWA12A6D4F740C	TRHCTRB128F1458C30
SOYRUWB12A6D4F8F7D	TRPFFDS128F1486404
SOYRUWY12A81C22F5A	TRZIYWH128F4234F2A
SOYRUXD12A8C132EEE	TRYHMHG128F42632A9
SOYRUXN12A8C13BCEF	TRKYWSW128F42941DB
SOYRUYN12AB0183A1F	TRKYGUO128F92E8231
SOYRVBR12AB0182EB3	TRVNNBG128F1462AB6
SOYRVCS12AB01856E2	TRKTJMV12903CAC338
SOYRVDE12A58A7C258	TRNGNET128F14587AF
SOYRVEE12A8C133BB2	TRZZOUK128F92E3480
SOYRVEX12A6D4F946E	TRKANWT128F14937E3
SOYRVEZ12AB01877D7	TRXWHLQ12903C9D6A1
SOYRVGN12AB018B2FB	TRCUTKL12903CDFF82
SOYRVOP12A67ADA44F
SOYRVRM12A58A7DA53	TRNPYBU128F92F451D
SOYRVRS12A6D4FCD92
SOYRVSH12A67AD977B	TRCZGBD128E0794E23
SOYRVSP12A6D4F907A	TRLGLMA128F1470959
SOYRVWN12AF729DFBF	TRDAZKA128F4251AFF
SOYRVWU12A8C13C131	TRNKZAE128F42837AA
SOYRVXC12AB018CE5F	TRFNPJS12903CD0E95
SOYRVXE12AB0188D66	TRXTISM128F9336856
SOYRVZC12A8C1353BF	TRDVRVJ128F425D2B1
SOYRVZQ12A6D4F87DA	TRQYLHL128F1489333
SOYRVZZ12A6D4FA440	TRHYPMD128F149008E
SOYRWAJ12A8AE4975D	TRYEYLM128F424172C
SOYRWCG12A8C14375D	TRDZSYQ128F92D1032
SOYRWCR12A8C140E97	TRNXXUP128F92E1DF3
SOYRWDX12AB0180E45	TRKAANE12903CF5BFE
SOYRWGH12A6D4FA69C	TRYGNIX128F425564F
SOYRWGL12AF72A305A	TRHYAFR128E07899CA
SOYRWHU12A58A7BCBE	TRNLSOO128F931BE49
SOYRWJS12A6D4F9003	TRFAEHH128F147C3F2
SOYRWMU12AB0180CD0	TREUKUZ128F9339B91
SOYRWQT12A8C140ED5	TRLBTAC128F428939E
SOYRWRC12A67ADE7D4	TRFYBNM12903CEEB6E
SOYRWTL12A8C13AA2A	TRDVLWV128F426C428
SOYRWVH12AB0182AA8	TRDJHYH128F9303472
SOYRWVJ12A8C130C48	TRWXTPW128F92EF9C3
SOYRWWI12A8C132DB3	TRKRXEM128F424F4FC
SOYRWXQ12AB0182B52	TRTOSRD128F932D48E
SOYRWXR12A8AE46E14	TRZTBBU128F425A8E9
SOYRWYG12AB0185D86	TRIPIME128F934BC06
SOYRWZM12A8C13BC20	TRCOKMV128F4277CF3
SOYRXAQ12A58A7D2E0	TRWVMFA128F932A076
SOYRXBD12A6D4F96CA	TRVHYRQ128F1480652
SOYRXHM12AB017C6B1	TRPYAHA128F92FBB05
SOYRXJR12AF72AAC65	TRWPHLA128F930880B
SOYRXKL12AB017CC24	TROKSHH128F92FC8A4
SOYRXNT12A58A76990	TRTPFBK128F92F0F2E
SOYRXPH12AB017BFFA	TROQMSI128F92F835B
SOYRXPK12AB018ABCB	TRLWMPM12903CD9682
SOYRXQA12A8C136253	TRHTDQH128F428743A
SOYRXQO12A6D4FB0D1	TRVWLAU128F42467F3
SOYRXSZ12AC468639E	TRVOARW12903D168E5
SOYRXTB12AB018A758	TRPEAMI12903CB9B92
SOYRXTG12A8C13B7DC	TRHQSPE128F427611A
SOYRXTK12AC4688111	TROZMXN12903CE831B
SOYRXTO12A6D4F7226	TRGZBLV128F14571CC
SOYRXTY12A8C143861	TRFXIGS128F92EC7D3
SOYRXVO12A6D4F7A1A	TRAKPKV128F147600F
SOYRXXF12A6D4F74E2	TRAYCMZ128F14676BF
SOYRXYW12AB0184362	TREYVBY128F930E2B2
SOYRXZX12A58A78862	TRPQNFL128F42512AD
SOYRYAR12A8C13DA50	TRRVCZU128F42AD078
SOYRYCT12AF72ABEF3	TRASCBF128F934C667
SOYRYEI12A6D4F823E	TRPQOZS128F1460CF5
SOYRYFK12A58A799D7	TRDMBFL128F932D24E
SOYRYGT12A6D4FA7BB	TRHMFEF12903CC2426
SOYRYII12A8C13B0C2	TREVJHJ128F426EDD2
SOYRYII12AF72A1B4F	TRGVGNM128EF362D2B
SOYRYIV12AB018CE11	TRSKKIF12903CBF5B7
SOYRYJW12AB0187A89	TRKANHJ12903CC2AC1
SOYRYKR12A81C2344B	TRBZRTY128F426C1C9
SOYRYMH12A8C130CEC	TRGWUFK128F423DDAC
SOYRYOK12A8AE46B91	TROFOST128F4241C72
SOYRYPG12A8C141DE2	TRWLFTP128F92C5C39
SOYRYPN12A58A7FCC1	TRBQVNJ128F1461E60
SOYRYPW12A6D4F77B8	TRSZRAJ128F145D373
SOYRYQE12A58A7BD71	TRAGYOU128EF3625E1
SOYRYTZ12AC4686A95	TRUALYV12903CE69B6
SOYRYYJ12A58A7BD89	TRIPMXO128F4266C5D
SOYRYZQ12A8C14047B	TRXSNQJ128F42900F5
SOYRZAU12A6D4FAD33	TRJWIHZ128F4214A1E
SOYRZEC12A6D4F8935
SOYRZGP12AB017DF13	TREBRIF128F930E969
SOYRZHF12A8C13526B	TRRJNTJ128F425A912
SOYRZHH12AB017B157	TRSTRZJ128F930138F
SOYRZHP12AB0189D44	TRCIGNE12903CCE672
SOYRZND12A8C137B19	TRNSQRZ128F42519A8
SOYRZNS12A58A7922D	TRPDADB128F427263F
SOYRZQE12A8C13D3B9	TRIDDNG128F42B0C95
SOYRZSE12A6D4FA01A	TROZJZW128F148AA1A
SOYRZSP12A58A7ED11	TRJQALX128F9339357
SOYRZTD12AB017E2E4	TRCJKKD128F930C0E4
SOYRZTV12A8C1347A2	TRFHBYV128F423409C
SOYRZUK12AB0184F98	TRCSEAA128F934F140
SOYRZXF12A8C133963	TRBFCXK128F42627DF
SOYSABZ12A58A7CAE3	TRQQLZD128F425E9BC
SOYSACM12A58A7988E	TRZHFQQ12903CBB208
SOYSACS12AB0181119	TRDQMUS128F933D1A5
SOYSADA12AB018AF40	TRDAPBC12903CD31A1
SOYSADG12A8AE47F2C	TRKQHRE128F4257BA6
SOYSADG12AB018BFAF	TRKCQRA12903CE39E7
SOYSAFU12AF72A059B	TRESQWW128F930295B
SOYSAFW12A67ADEAC4	TRNDLSF128EF33FF78
SOYSAHF12A8C1405DD	TRGZZMS128F4280D7B
SOYSAMP12A8C13D682	TRFVFUP128F42A5237
SOYSAPT12A8C137C9A	TRJECYG128F427637E
SOYSAQD12A8C140600	TRHFNJB128F42952C2
SOYSARL12AF72ACF79	TRTWUPK128F14599BF
SOYSAUR12AB0184371	TRMUPEX128F9344B79
SOYSAUW12A8C13A2EE	TRSISPD128F4268E65
SOYSAVR12A6D4FA26D	TRTXXJK128F1480C92
SOYSAVS12A8C13ACA7	TRUNXXM128F4287163
SOYSAWN12AB0184FAA	TROIJJJ12903CAE287
SOYSAYH12A81C21ACE	TRRBNNP128F425218A
SOYSBAW12A8AE48049	TRQDNTF128F4236CB6
SOYSBCO12A58A7E61F	TRGMYSQ128F933199B
SOYSBDN12A8C13AA1A	TRNWPBA128F4272FCD
SOYSBDX12A8C13E5A2	TRBNTOR128F930F502
SOYSBFL12AB01857D5	TRQFJKT128F9328623
SOYSBGV12AB017E844	TRMEMTI128F92E5141
SOYSBHD12A6D4FC070	TRSRLSJ128F9318B07
SOYSBIT12A6D4F4BDB	TRSGXII128F1469B24
SOYSBJV12A58A7AA46	TROPCAT128F92FD760
SOYSBLV12AB018600A	TRWTJBC128F934DB1D
SOYSBPX12A6D4F79B3	TRNGMVG128E078400B
SOYSBSU12A6D4F7341	TRLNHTQ128F146A369
SOYSBUW12AC90758C0	TRIJGQE12903D0006C
SOYSBVN12A6D4F7487	TRBMRLX128EF3663E7
SOYSBYZ12A8C1427C8	TRYGKOU128F932B6DE
SOYSBZI12AB0180495	TRXIZAM128F930F92D
SOYSCBD12AB017F6C8	TREZMTQ128F92EAD28
SOYSCBH12A81C22F17	TRHHAEW128F4222087
SOYSCCO12AB018EA39	TRWCUJV12903CEC42E
SOYSCDL12A8C1374EF	TRSYOPS128F4248DFE
SOYSCDW12AB018AEDD	TRIFLWO12903CCE17D
SOYSCEM12AB01854EB	TRNWWXV12903CBCA50
SOYSCET12A6BD54F69	TRUEOLD128EF34C556
SOYSCFH12A8C131F1B	TRKQGQX128F426F62A
SOYSCIJ12AB017C4EB	TRTZMJM128F932383E
SOYSCLL12AB017F762	TRBFQNZ12903CCB4D8
SOYSCNS12A8C13CD0C	TRBFVGL128F4289B63
SOYSCOX12AB0181FBE	TREQBOA128F9358D41
SOYSCPE12AB0181BBF	TRAARXB128F92FA0BF
SOYSCQJ12AB0187D30	TREYJXO12903CB0575
SOYSCQT12AC468F0CE	TREQYBA12903CF16CE
SOYSCTK12A6D4F84B8	TRCHFFN128F1473417
SOYSCTL12A67ADC831	TRYCEUM12903CF248C
SOYSCUT12AB017C442	TRRJQHY128F93193B2
SOYSDAR12A67ADD61B	TRDVJHT12903CEBDC7
SOYSDBO12AB017F25E	TRYTRDD128F930BAF5
SOYSDEF12AB0182F92	TRMBKJD128F92FCCBE
SOYSDHU12AB017E0F6
SOYSDJX12AB0183F8C	TRMGSLI128F93276B8
SOYSDNE12AB017D9EA	TRRUNMN128F930C622
SOYSDNU12AB0181999	TRNBZPG128F930AF7A
SOYSDPQ12A6D4F8F69	TRJIFJT128F427B4DE
SOYSDSD12A67AE1E56	TRZHTOE128EF344305
SOYSDUP12AB01835E7	TRPYCAO128F933D457
SOYSDUX12A6701F4C9	TROYBBZ128E078EE88
SOYSDWF12A8C13E062	TROVUKZ128F429B061
SOYSDXK12A8C143168	TRCYGKA128F92F93D9
SOYSDYS12A81C22332	TRKIDYB128F4226F25
SOYSDYW12AB0188990	TRCRWRM12903CE0B15
SOYSDZB12A8C138117	TRZXKBN128F4255511
SOYSEAV12A6D4F7F42	TRLREHX128F146A4D9
SOYSEBV12A8C13C9A4	TREMTHK128F4292505
SOYSECS12A81C2166A	TRQTZHE128F4233643
SOYSEDK12A8AE47103	TRYUHCT128F931D2CD
SOYSEDQ12A8AE45E1B	TRCLTGZ128F425FD9A
SOYSEFZ12A8C1376AB	TRWEMWU128F4262FFD
SOYSEGZ12A58A7D322	TRIDBTN128EF3449A6
SOYSEHL12A58A7A4BE	TRYDJUT128F92DC679
SOYSEHQ12A8AE45698	TRTQSKS128F423BD01
SOYSEJV12A6D4F87CF	TRTUGUF128F14576E5
SOYSEKI12A6D4F651D	TRMNJWA128F145701D
SOYSEKT12A6D4F7E32	TRFPYIG128EF34EE54
SOYSELS12A8C142569	TROACRB128F42B6546
SOYSEMQ12AB01845E0	TRZRBCD128F933FDDB
SOYSENR12A67AD819E	TRMVMRX128F428F633
SOYSEQS12AB018AFE6	TRLFVZI12903CD74F0
SOYSERM12AB017E892	TRGRBHA128F930AA04
SOYSEVT12AB018396F	TRXESAY128F932F335
SOYSEWA12A8C13E6C1	TRKRATT128F428029C
SOYSEYF12AB018883B	TRYATNQ128F9346C90
SOYSEYO12A8C13237D	TRPKZNM128F426613C
SOYSEZN12A8C13BFFE	TRVMXRI128F42973DA
SOYSFAR12AB018E1E6	TRTHUQZ12903CD93C8
SOYSFEU12A8159E8BE	TRLRPPX128F421F661
SOYSFGA12A8C1346FF	TRIIGXY128F4245982
SOYSFHP12A8C141C64	TRWHGTR128F42B2ADA
SOYSFKI12AB017D6F5	TRJHLTF128F931F1CB
SOYSFMC12A6D4F6AA9	TRWPLZH128F145FAC6
SOYSFMM12A8C1334FD	TRPSIWH128F42419C5
SOYSFOJ12A8C13FA7B	TRNQODH128F42BBC70
SOYSFOS12A6D4F9282	TRLLSKH128F4218125
SOYSFRE12A58A7FB8B	TRDTZUW12903D0597A
SOYSFTD12A6D4F9407	TRQOOII128F1486962
SOYSFTW12A8C14213A	TRXLCVR128F4290D00
SOYSFYS12A58A78C0A	TRCFBGB128F932AD8E
SOYSGAL12A8C140B22	TRXGWVR128F4291C50
SOYSGBC12A8C132702	TROGEXK128F42562BA
SOYSGCR12A8C136710	TRFPOWV128F4254BD4
SOYSGEL12A58A7D02E	TRYXPYM128F4222BED
SOYSGFO12A6D4F8D08	TRIAWDS128F147F506
